Topic,Count,Name,Representation,Representative_Docs
10,44,10_grieving_condolences_whistleblower_brianthompsom,"['grieving', 'condolences', 'whistleblower', 'brianthompsom', 'died', 'mourn', 'everyone', 'death', 'sad', 'devastating']","[""Brian Thompson and his family live in the next town over from me. His wife and two boys are going to sleep tonight after enduring the worst day of their lives. They'll never have a normal holiday season ever again. Millions of people watched their husband & dad get killed.\r\n\r\nShit…"", 'A day that shall live in infamy: December 4, 2024: Brian Thompson rendered deceased:   The greatest love: John 15:13. Holding Genesis 9:6 accountable. God’s armies intended: second amendment:\r\nDavid’s/Goliath.', ""This is ghastly. Seek Jesus, repent. 1 second here, next second crossing over. Where would you land if your time was up today?\r\nJesus Christ is my Lord and Savior!\r\nGodspeed Brian Thompson. May God's grace surround his family.""]"
11,43,11_killer_killed_fatally_assassin,"['killer', 'killed', 'fatally', 'assassin', 'unitedhealth', 'slain', 'brianthompson', 'unitedhealthcareceo', 'brianthompsonassassination', 'gunned']","['The leader of UnitedHealth Group wrote that the health insurance executive gunned down on a Manhattan sidewalk last week cared about consumers and was working to make the system better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should,” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.', 'The leader of UnitedHealth Group conceded that the patchwork U.S. health system “does not work as well as it should” but said Friday that the insurance executive gunned down on a Manhattan sidewalk cared about customers and was working to make it better.']"
12,43,12_liberals_supporters_healthcare_celebrating,"['liberals', 'supporters', 'healthcare', 'celebrating', 'insurance', 'leftists', 'murderer', 'cheering', 'lives', 'celebrated']","['Let’s be honest: The people celebrating the cold blooded murder of Brian Thompson are the ones that suffer from a deranged level of greed & jealousy; they see him as a worthless & expendable object simply because he was wealthy and they aren’t.\r\n\r\nBrian Thompson, as CEO, wasn’t the…', 'Amen! It’s sickening to see people glorifying the cold-blooded killing of Brian Thompson—a man who embodied the American dream. If you’re upset with the healthcare system, work to change it. Stop celebrating a madman.', ""I feel sorry for Brian Thompson and his family. I never condone violence, especially a cold-blooded murder.\r\n\r\nThat said, these billion dollar, often greedy, insurance companies impact a lot of people's lives in a deeply personal way.\r\n\r\nThey make it their mission to deny as many…""]"
13,42,13_healthcare_ceos_sympathy_condolences,"['healthcare', 'ceos', 'sympathy', 'condolences', 'fatally', 'tragically', 'husband', 'killed', 'death', 'colleague']","['To The Family Of Fallen Chief Executive Officer Brian Thompson, UHC, Who Leaves Behind A Wife And Two Sons, My Deepest Condolences To You For Your Loss. That Was So UNHOLY What That Assassin Did. Shooting An Unarmed Man From Behind, In The Back And In The Hind Leg!', 'Brian Thompson, a well-respected healthcare CEO, was tragically killed in New York. His passing has sent shockwaves through the healthcare community, where he was known for his dedication and innovative leadership. The industry has mourned his loss deeply, with many colleagues an', ""It's sad to see that UHC CEO Brian Thompson was shot to death today. It's unthinkable. \r\n\r\nWhat's worse is that in today's NYC, if he had been able to take down the assassin and chokehold him until police arrived, he'd eventually be facing an unfair trial like Daniel Penny.""]"
14,40,14_insurance_murderer_ceos_executive,"['insurance', 'murderer', 'ceos', 'executive', 'killed', 'murdering', 'health', 'dead', 'shareholders', 'life']","['he took action against private health insurance corporations is what he did. he was a brave italian martyr. in this house, luigi mangione is a hero, end of story!', 'He took action against greedy health insurance is what he did. He was a brave italian working class vigilante. And in this house, Luigi Mangione is a hero. End of story.', 'Murder victim,  Father of 2 no privilege grew up as son of working class grain operator, went to Iowa college worked way up to ceo position. His murderer, Luigi Mangioni is wealthy & privileged $40k per yr in 6-12th grade private school. Ivy league college degrees. no job $12k💼']"
15,39,15_innocent_killed_assassinating_warren,"['innocent', 'killed', 'assassinating', 'warren', 'condolences', 'brianthompson', 'kill', 'hearted', 'executed', 'shot']","['Chris Rock spoke on Luigi Mangione during his SNL monologue\r\n\r\n“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”', '“[Luigi Mangione] killed a man with a family, with kids. I have real condolences for the healthcare CEO. This is a real person…But sometimes drug dealers get shot.”\r\n\r\n— Chris Rock on the UnitedHealthcare CEO assassination', 'Chris Rock: [Luigi Mangione] killed a man with a family, with kids. I have real condolences for the (United)Healthcare CEO. This is a real person… But… you know, sometimes drug dealers get shot.']"
16,39,16_mentalhealth_condolences_donate_gofundme,"['mentalhealth', 'condolences', 'donate', 'gofundme', 'assassin', 'daddy', 'devastated', 'mr', 'john', 'news']","['NEW from Luigi Mangione\'s family:\r\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', ""Luigi Mangione’s family has released a statement:\r\n\r\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”"", 'Statement from Luigi Mangione\'s family:\r\n\r\n""Our family is shocked and devastated by Luigi\'s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.""']"
17,39,17_killer_death_killed_care,"['killer', 'death', 'killed', 'care', 'martyr', 'dead', 'executed', 'policy', 'hanged', 'justice']","['This guy mangione thinks he’s done society a favor buy killing a CEO. He’s actually proven he’s a coward especially when you shoot a man in the back. This man had a wife and family and he’s a sick young man and I hope he gets the death penalty or lots of jail time', 'If Hicock or Earp were today in charge of Law enforcement in NYC, Mangionie would be hanged for murder. Just like Jack McCall was hanged for shooting Hicock in the back. This backshooter IS NO HERO. Brian Thompson never knew why this cowardly backshooter shot him in the back.', 'Except Mangione’s family isn’t  “working class,” but VERY wealthy & could afford any care he needed. Stop making the shooter heroic. He executed a human being, a husband & father (he didn’t destroy an establishment’s bad policy, regulatory red tape, or corruption) Dont normalize']"
18,39,18_celebration_guy_stephens_better,"['celebration', 'guy', 'stephens', 'better', 'fucking', 'hero', 'shot', 'ya', 'innocent', 'damning']","['Brian Thompson was an innocent man.', 'You do realize that Brian Thompson was also \r\nan innocent person, right?', 'Brian Thompson was an innocent person.']"
19,37,19_murderer_ceos_healthcare_insurance,"['murderer', 'ceos', 'healthcare', 'insurance', 'warren', 'trump', 'sanders', 'tragedy', 'senator', 'support']","['WOW: CNN guest Neill Franklin absurdly suggests that UnitedHealthcare CEO Brian Thompson hired someone to murder him for ""insurance purposes."" \r\n\r\nThese people are literally INSANE… 🤡', 'Oh, look. It\'s CNN\'s Jake Tapper doing a segment with correspondent Clare Duffy normalizing & giving credence to those celebrating the murder of the UnitedHealthCare CEO, arguing the celebrations are ""interesting"" & ""none of us support murder...BUT BUT these are real struggles""', ""The sheer lunacy from CNN guest Neill Franklin claiming UnitedHealthcare CEO Brian Thompson might have orchestrated his own murder for 'insurance purposes' is a new low for media sensationalism. This baseless conspiracy theory not only insults the memory of Thompson but also…""]"
20,32,20_bill_poor_socialists_based,"['bill', 'poor', 'socialists', 'based', 'companies', 'employees', 'evidence', 'payer', 'hospital', 'cause']","['Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator', 'This is who Luigi shot\r\n\r\n""Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really…', 'Brian Thompson went from Jewell, Iowa (population 1,200) to leading 140,000 employees and overseeing $280B of revenue at one of the world’s most important companies. His mom worked as a beautician, his dad at a grain elevator—they were probably really proud when he graduated…']"
21,31,21_died_tore_killer_murderer,"['died', 'tore', 'killer', 'murderer', 'killed', 'god', 'die', 'empathy', 'victims', 'disgusting']","['United Healthcare CEO Brian Thompson was murdered today. Murder is ALWAYS wrong. Holding his family in The Light.\r\nWhat does not make news are the THOUSANDS of Americans who die because their health claim was denied by insurance companies.', 'Charlamage the God chimes in on the murder of UnitedHealthcare CEO Brian Thompson, questions why people are celebrating it.\r\n\r\n""I don\'t understand why people are celebrating him being killed because like I said yesterday, he\'s dead. His kids don\'t got no father.""', 'Charlamagne tha God slammed people celebrating the cold-blooded assassination of UnitedHealthcare CEO Brian Thompson — and delivered a reality check about its larger meaning.\r\n\r\n“I don’t understand why people are celebrating him being killed,” the radio host said Friday on his show…']"
22,30,22_hypocrisy_died_killed_murdering,"['hypocrisy', 'died', 'killed', 'murdering', 'sadden', 'justice', 'innocent', 'untruthful', 'yall', 'guilty']","['The full circle. (Someone killed Brian).\r\n\r\n- $DDD pumped. \r\n- $LUIGI pumped (today).\r\n\r\nThen finally comes back to who died and why, do the people seek Justice?\r\n\r\n- JUSTICE FOR #BRIAN THOMPSON! (the finale).\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'The full circle. (Someone killed Brian).\r\n\r\n- $DDD pumped. \r\n- $LUIGI pumped (today).\r\n\r\nThen finally comes back to who died and why, do the people seek Justice?\r\n\r\n- JUSTICE FOR #BRIAN THOMPSON !! (the finale).\r\n\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump', 'The full circle. (Someone killed Brian).\r\n\r\n- $DDD pumped. \r\n- $LUIGI pumped (today).\r\n\r\nThen finally comes back to who died and why, do the people seek Justice?\r\n\r\n- JUSTICE FOR #BRIAN THOMPSON (the finale).\r\nCa : EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump']"
23,29,23_unitedheathcare_victims_responsibility_condolences,"['unitedheathcare', 'victims', 'responsibility', 'condolences', 'tragedy', 'tragic', 'colleagues', 'illness', 'news', 'horrified']","['Prayers', 'RIP. Thoughts and prayers to his family.', 'Thoughts and prayers']"
24,23,24_posthumously_mourn_mourned_grave,"['posthumously', 'mourn', 'mourned', 'grave', 'founders', 'heartbreak', 'rip', 'ripbozo', 'sad', 'injured']","['RIP Brian Thompson.', 'Fun socks: on\r\n\r\nPant legs: rolled up past ankle\r\n\r\nPatagonia vest: unzipped\r\n\r\nEmails: replied ""yes Massa""\r\n\r\nYup, I\'m thinkin it\'s time to posthumously fellate Brian Thompson', 'The annual appearance  of the holiday suits marks a joyous end of another year in our cycle of free monthly events. Big props to our co-founders Ben Thoma  and Brian Thompson  for donning their festive attire! #CMcycle #CMATX']"
